學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),外國學生小計,外國學生數男,外國學生女,外國學生數之在學比率(%)
106,公立,一般大學,0003,國立臺灣大學,07321075,生物環境系統工程學系,學士班(日間),4,2,2,1.99
106,公立,一般大學,0003,國立臺灣大學,07321075,生物環境系統工程學系,碩士班(日間),1,1,0,1.35
106,公立,一般大學,0003,國立臺灣大學,07321075,生物環境系統工程學系,博士班,6,5,1,17.65
106,公立,一般大學,0003,國立臺灣大學,08111087,農藝學系,學士班(日間),13,9,4,8.02
106,公立,一般大學,0003,國立臺灣大學,08112089,動物科學技術學系,學士班(日間),1,0,1,0.91
106,公立,一般大學,0003,國立臺灣大學,08121091,園藝暨景觀學系,學士班(日間),10,5,5,4.33
106,公立,一般大學,0003,國立臺灣大學,08121091,園藝暨景觀學系,博士班,1,1,0,3.03
106,公立,一般大學,0003,國立臺灣大學,08191100,農業化學系,學士班(日間),1,0,1,0.60
106,公立,一般大學,0003,國立臺灣大學,08191100,農業化學系,碩士班(日間),1,1,0,1.69
106,公立,一般大學,0003,國立臺灣大學,08193096,農業經濟學系,學士班(日間),12,8,4,6.70
106,公立,一般大學,0003,國立臺灣大學,08193096,農業經濟學系,碩士班(日間),17,15,2,23.94
106,公立,一般大學,0003,國立臺灣大學,08193098,生物產業傳播暨發展學系,碩士班(日間),1,0,1,3.03
106,公立,一般大學,0003,國立臺灣大學,08194094,植物病理與微生物學系,碩士班(日間),4,2,2,6.35
106,公立,一般大學,0003,國立臺灣大學,08194094,植物病理與微生物學系,博士班,1,1,0,9.09
106,公立,一般大學,0003,國立臺灣大學,08211102,森林環境暨資源學系,學士班(日間),2,1,1,0.73
106,公立,一般大學,0003,國立臺灣大學,08211102,森林環境暨資源學系,碩士班(日間),2,1,1,1.56
106,公立,一般大學,0003,國立臺灣大學,08311103,漁業科學研究所,碩士班(日間),1,1,0,2.94
106,公立,一般大學,0003,國立臺灣大學,08411104,獸醫學系,學士班(日間),13,2,11,3.88
106,公立,一般大學,0003,國立臺灣大學,08411104,獸醫學系,博士班,1,1,0,3.23
106,公立,一般大學,0003,國立臺灣大學,09111138,臨床牙醫學研究所,碩士班(日間),1,1,0,1.33
106,公立,一般大學,0003,國立臺灣大學,09111138,臨床牙醫學研究所,博士班,1,0,1,4.35
106,公立,一般大學,0003,國立臺灣大學,09121112,病理學研究所,碩士班(日間),1,0,1,10.00
106,公立,一般大學,0003,國立臺灣大學,09121114,解剖學暨細胞生物學研究所,博士班,1,0,1,6.25
106,公立,一般大學,0003,國立臺灣大學,09151132,物理治療學系,學士班(日間),4,1,3,2.45
106,公立,一般大學,0003,國立臺灣大學,09161129,藥學系,博士班,1,0,1,3.70
106,公立,一般大學,0003,國立臺灣大學,09161130,藥理學研究所,碩士班(日間),2,0,2,4.76
106,公立,一般大學,0003,國立臺灣大學,09191122,公共衛生碩士學位學程,碩士班(日間),3,2,1,3.57
106,公立,一般大學,0003,國立臺灣大學,09191123,職業醫學與工業衛生研究所,碩士班(日間),1,0,1,2.22
106,公立,一般大學,0003,國立臺灣大學,09191123,職業醫學與工業衛生研究所,博士班,5,4,1,23.81
106,公立,一般大學,0003,國立臺灣大學,09191126,流行病學與預防醫學研究所,博士班,4,4,0,4.12
106,公立,一般大學,0003,國立臺灣大學,09191127,健康政策與管理研究所,博士班,3,2,1,5.66
106,公立,一般大學,0003,國立臺灣大學,09231144,社會工作學系,學士班(日間),4,1,3,1.90
106,公立,一般大學,0004,國立臺灣師範大學,01111001,教育學系,碩士班(日間),1,0,1,1.37
106,公立,一般大學,0004,國立臺灣師範大學,01111001,教育學系,博士班,1,0,1,1.39
106,公立,一般大學,0004,國立臺灣師範大學,01113018,特殊教育學系,學士班(日間),3,1,2,1.60
106,公立,一般大學,0004,國立臺灣師範大學,01115002,課程與教學研究所,碩士班(日間),4,1,3,7.55
106,公立,一般大學,0004,國立臺灣師範大學,01115002,課程與教學研究所,博士班,5,2,3,12.82
106,公立,一般大學,0004,國立臺灣師範大學,01116014,資訊教育研究所,碩士班(日間),1,0,1,2.56
106,公立,一般大學,0004,國立臺灣師範大學,01131006,科學教育研究所,博士班,2,2,0,4.88
106,公立,一般大學,0004,國立臺灣師範大學,01141007,人類發展與家庭學系,學士班(日間),4,0,4,0.98
106,公立,一般大學,0004,國立臺灣師範大學,01141007,人類發展與家庭學系,碩士班(日間),1,0,1,0.92
106,公立,一般大學,0004,國立臺灣師範大學,01141013,環境教育研究所,博士班,1,0,1,4.76
106,公立,一般大學,0004,國立臺灣師範大學,01141015,體育學系,學士班(日間),3,2,1,1.06
106,公立,一般大學,0004,國立臺灣師範大學,01141015,體育學系,博士班,2,1,1,1.72
106,公立,一般大學,0004,國立臺灣師範大學,02122037,設計學系,學士班(日間),8,3,5,4.85
106,公立,一般大學,0004,國立臺灣師範大學,02131023,美術學系,學士班(日間),7,4,3,3.59
106,公立,一般大學,0004,國立臺灣師範大學,02131023,美術學系,博士班,3,1,2,2.54
106,公立,一般大學,0004,國立臺灣師範大學,02151024,音樂學系,學士班(日間),3,1,2,1.09
106,公立,一般大學,0004,國立臺灣師範大學,02151024,音樂學系,碩士班(日間),1,1,0,0.88
106,公立,一般大學,0004,國立臺灣師範大學,02151025,民族音樂研究所,碩士班(日間),1,1,0,1.72
106,公立,一般大學,0004,國立臺灣師範大學,02152027,表演藝術學士學位學程,學士班(日間),1,1,0,3.13
106,公立,一般大學,0004,國立臺灣師範大學,02221035,歷史學系,學士班(日間),1,1,0,0.40
106,公立,一般大學,0004,國立臺灣師範大學,02221035,歷史學系,碩士班(日間),3,3,0,3.45
106,公立,一般大學,0004,國立臺灣師範大學,02221035,歷史學系,博士班,3,1,2,9.68
106,公立,一般大學,0004,國立臺灣師範大學,02221036,臺灣史研究所,碩士班(日間),12,7,5,25.53
106,公立,一般大學,0004,國立臺灣師範大學,02311033,英語學系,碩士班(日間),2,0,2,1.52
106,公立,一般大學,0004,國立臺灣師範大學,02311033,英語學系,博士班,7,6,1,15.91
106,公立,一般大學,0004,國立臺灣師範大學,02312034,翻譯研究所,碩士班(日間),13,9,4,18.57
106,公立,一般大學,0004,國立臺灣師範大學,02312034,翻譯研究所,博士班,6,4,2,25.00
106,公立,一般大學,0004,國立臺灣師範大學,02313005,華語文教學系,學士班(日間),174,47,127,39.64
106,公立,一般大學,0004,國立臺灣師範大學,02313005,華語文教學系,碩士班(日間),51,16,35,28.02
106,公立,一般大學,0004,國立臺灣師範大學,02313005,華語文教學系,博士班,8,1,7,23.53
106,公立,一般大學,0004,國立臺灣師範大學,02321028,臺灣語文學系,碩士班(日間),2,0,2,5.13
106,公立,一般大學,0004,國立臺灣師範大學,02321028,臺灣語文學系,博士班,3,2,1,10.34
106,公立,一般大學,0004,國立臺灣師範大學,02322029,國文學系,學士班(日間),15,5,10,2.86
106,公立,一般大學,0004,國立臺灣師範大學,02322029,國文學系,碩士班(日間),10,5,5,8.93
106,公立,一般大學,0004,國立臺灣師範大學,02322029,國文學系,博士班,11,4,7,14.86
106,公立,一般大學,0004,國立臺灣師範大學,03121039,政治學研究所,碩士班(日間),1,1,0,11.11
106,公立,一般大學,0004,國立臺灣師範大學,03131003,教育心理與輔導學系,學士班(日間),7,3,4,3.40
106,公立,一般大學,0004,國立臺灣師範大學,03131003,教育心理與輔導學系,碩士班(日間),4,0,4,3.31
106,公立,一般大學,0004,國立臺灣師範大學,03131003,教育心理與輔導學系,博士班,1,0,1,1.52
106,公立,一般大學,0004,國立臺灣師範大學,03142041,地理學系,博士班,1,0,1,3.23
106,公立,一般大學,0004,國立臺灣師範大學,03143042,東亞學系,學士班(日間),11,8,3,5.45
106,公立,一般大學,0004,國立臺灣師範大學,03143042,東亞學系,碩士班(日間),3,3,0,4.48
106,公立,一般大學,0004,國立臺灣師範大學,03211048,大眾傳播研究所,碩士班(日間),7,5,2,7.69
106,公立,一般大學,0004,國立臺灣師範大學,04131047,全球經營與策略研究所,碩士班(日間),12,5,7,23.53
106,公立,一般大學,0004,國立臺灣師範大學,04131051,企業管理學系,學士班(日間),42,15,27,16.60
106,公立,一般大學,0004,國立臺灣師範大學,04131052,管理研究所,碩士班(日間),12,8,4,19.35
106,公立,一般大學,0004,國立臺灣師範大學,04131053,國際企業管理雙碩士學位學程,碩士班(日間),2,1,1,33.33
106,公立,一般大學,0004,國立臺灣師範大學,04199054,國際人力資源發展研究所,碩士班(日間),29,9,20,44.62
106,公立,一般大學,0004,國立臺灣師範大學,05111056,生命科學系,學士班(日間),6,1,5,2.44
106,公立,一般大學,0004,國立臺灣師範大學,05111057,生物多樣性國際研究生博士學位學程,博士班,29,19,10,74.36
106,公立,一般大學,0004,國立臺灣師範大學,05311059,化學系,博士班,6,5,1,17.65
106,公立,一般大學,0004,國立臺灣師範大學,05321060,地球科學系,碩士班(日間),8,3,5,13.11
106,公立,一般大學,0004,國立臺灣師範大學,05321060,地球科學系,博士班,1,0,1,4.55
106,公立,一般大學,0004,國立臺灣師範大學,05331061,物理學系,碩士班(日間),5,4,1,6.94
106,公立,一般大學,0004,國立臺灣師範大學,05331061,物理學系,博士班,10,7,3,27.03
106,公立,一般大學,0004,國立臺灣師範大學,05411062,數學系,碩士班(日間),2,1,1,2.90
106,公立,一般大學,0004,國立臺灣師範大學,05411062,數學系,博士班,6,5,1,26.09
106,公立,一般大學,0004,國立臺灣師範大學,07141063,電機工程學系,碩士班(日間),1,1,0,1.54
106,公立,一般大學,0004,國立臺灣師範大學,07141064,光電科技研究所,博士班,2,1,1,20.00
106,公立,一般大學,0004,國立臺灣師範大學,07141065,資訊工程學系,學士班(日間),3,3,0,1.49
106,公立,一般大學,0004,國立臺灣師範大學,07141065,資訊工程學系,碩士班(日間),2,1,1,1.39
106,公立,一般大學,0004,國立臺灣師範大學,07141065,資訊工程學系,博士班,2,2,0,11.11
106,公立,一般大學,0004,國立臺灣師範大學,09231071,社會工作學研究所,碩士班(日間),1,0,1,1.43
106,公立,一般大學,0004,國立臺灣師範大學,10141074,運動競技學系,學士班(日間),1,1,0,0.36
106,公立,一般大學,0004,國立臺灣師範大學,10141074,運動競技學系,碩士班(日間),1,1,0,1.45
106,公立,一般大學,0004,國立臺灣師範大學,10152077,運動休閒與餐旅管理研究所,碩士班(日間),6,5,1,6.32
106,公立,一般大學,0004,國立臺灣師範大學,10152077,運動休閒與餐旅管理研究所,博士班,1,1,0,4.35
106,公立,一般大學,0005,國立成功大學,01111103,教育研究所,碩士班(日間),3,1,2,5.00
106,公立,一般大學,0005,國立成功大學,01111103,教育研究所,博士班,2,1,1,6.25
106,公立,一般大學,0005,國立成功大學,02122112,創意產業設計研究所,碩士班(日間),13,6,7,28.26
106,公立,一般大學,0005,國立成功大學,02122112,創意產業設計研究所,博士班,10,2,8,26.32
106,公立,一般大學,0005,國立成功大學,02123113,工業設計學系,學士班(日間),5,0,5,2.34
106,公立,一般大學,0005,國立成功大學,02123113,工業設計學系,碩士班(日間),1,1,0,1.19
106,公立,一般大學,0005,國立成功大學,02123113,工業設計學系,博士班,1,1,0,1.64
106,公立,一般大學,0005,國立成功大學,02221110,歷史學系,學士班(日間),1,0,1,0.40
106,公立,一般大學,0005,國立成功大學,02221110,歷史學系,碩士班(日間),2,2,0,4.17
106,公立,一般大學,0005,國立成功大學,02221110,歷史學系,博士班,3,0,3,10.34
106,公立,一般大學,0005,國立成功大學,02311108,外國語文學系,學士班(日間),4,1,3,1.46
106,公立,一般大學,0005,國立成功大學,02311108,外國語文學系,碩士班(日間),1,1,0,1.89
106,公立,一般大學,0005,國立成功大學,02311108,外國語文學系,博士班,3,2,1,20.00
106,公立,一般大學,0005,國立成功大學,02321106,台灣文學系,學士班(日間),2,0,2,1.08
106,公立,一般大學,0005,國立成功大學,02321106,台灣文學系,碩士班(日間),1,0,1,2.70
106,公立,一般大學,0005,國立成功大學,02321106,台灣文學系,博士班,4,0,4,25.00
106,公立,一般大學,0005,國立成功大學,02322107,中國文學系,學士班(日間),10,2,8,4.15
106,公立,一般大學,0005,國立成功大學,02322107,中國文學系,博士班,5,3,2,10.00
106,公立,一般大學,0005,國立成功大學,03111114,經濟學系,學士班(日間),4,2,2,1.49
106,公立,一般大學,0005,國立成功大學,03121115,政治學系,學士班(日間),2,0,2,0.82
106,公立,一般大學,0005,國立成功大學,03121116,政治經濟研究所,碩士班(日間),1,1,0,2.70
106,公立,一般大學,0005,國立成功大學,03121116,政治經濟研究所,博士班,7,4,3,35.00
106,公立,一般大學,0005,國立成功大學,03131117,心理學系,學士班(日間),21,5,16,7.84
106,公立,一般大學,0005,國立成功大學,03131117,心理學系,碩士班(日間),1,0,1,2.70
106,公立,一般大學,0005,國立成功大學,04111120,會計學系,碩士班(日間),1,0,1,1.14
106,公立,一般大學,0005,國立成功大學,04121126,財務金融研究所,碩士班(日間),2,0,2,3.57
106,公立,一般大學,0005,國立成功大學,04131121,企業管理學系,學士班(日間),7,3,4,2.76
106,公立,一般大學,0005,國立成功大學,04131124,國際企業研究所,碩士班(日間),10,5,5,13.16
106,公立,一般大學,0005,國立成功大學,04131124,國際企業研究所,博士班,7,4,3,70.00
106,公立,一般大學,0005,國立成功大學,04131125,國際經營管理研究所(IMBA),碩士班(日間),111,56,55,100.00
106,公立,一般大學,0005,國立成功大學,04131125,國際經營管理研究所(IMBA),博士班,11,7,4,100.00
106,公立,一般大學,0005,國立成功大學,04199024,海洋科技與事務研究所,碩士班(日間),1,1,0,4.35
106,公立,一般大學,0005,國立成功大學,04199024,海洋科技與事務研究所,博士班,1,0,1,5.26
106,公立,一般大學,0005,國立成功大學,04199057,工業與資訊管理學系,碩士班(日間),4,2,2,4.55
106,公立,一般大學,0005,國立成功大學,04199057,工業與資訊管理學系,博士班,2,2,0,8.33
106,公立,一般大學,0005,國立成功大學,04212001,法律學系,碩士班(日間),2,2,0,1.08
106,公立,一般大學,0005,國立成功大學,05111003,生命科學系,學士班(日間),3,2,1,1.51
106,公立,一般大學,0005,國立成功大學,05111003,生命科學系,碩士班(日間),3,1,2,5.26
106,公立,一般大學,0005,國立成功大學,05111003,生命科學系,博士班,6,1,5,22.22
106,公立,一般大學,0005,國立成功大學,05111005,熱帶植物科學研究所,碩士班(日間),1,0,1,6.25
106,公立,一般大學,0005,國立成功大學,05121008,生物科技與產業科學系,學士班(日間),7,6,1,6.80
106,公立,一般大學,0005,國立成功大學,05121008,生物科技與產業科學系,碩士班(日間),3,1,2,4.05
106,公立,一般大學,0005,國立成功大學,05121008,生物科技與產業科學系,博士班,3,1,2,11.54
